Airline Name,Flight Number,Number of Stops,Flight Duration,Ticket Class,Refundable Ticket,Baggage Allowance,Season,Weather Condition,Flight Price
AirAsia India,AI1056,2,4h 28m,Economy,No,25kg,Summer,Snowy,7913
Akasa Air,AI1450,0,1h 53m,Business,No,30kg,Summer,Foggy,9102
Air India,AI1149,0,1h 10m,Economy,No,20kg,Spring,Clear,4632
IndiGo,AI1278,2,3h 15m,Economy,Yes,25kg,Summer,Clear,6754
Vistara,AI1418,1,2h 41m,Business,No,20kg,Winter,Stormy,13439
Air India,AI1327,0,1h 11m,Economy,No,30kg,Autumn,Rainy,7830
SpiceJet,AI1003,1,2h 26m,Economy,Yes,25kg,Winter,Foggy,6961
Air India,AI1308,1,3h 33m,Business,Yes,25kg,Autumn,Rainy,8090
AirAsia India,AI1061,0,2h 55m,Economy,No,30kg,Winter,Snowy,5366
GoAir,AI1238,1,3h 32m,Business,No,30kg,Winter,Windy,15228
GoAir,AI1373,0,1h 37m,Economy,No,30kg,Autumn,Snowy,3060
AirAsia India,AI1212,1,3h 41m,Economy,No,15kg,Winter,Clear,3447
Vistara,AI1155,1,2h 51m,Economy,Yes,20kg,Summer,Stormy,8919
AirAsia India,AI1133,0,2h 35m,Economy,No,15kg,Summer,Stormy,6926
SpiceJet,AI1271,1,2h 1m,Economy,Yes,15kg,Winter,Foggy,8686
IndiGo,AI1134,0,2h 51m,Economy,No,25kg,Spring,Clear,4588
AirAsia India,AI1049,0,2h 37m,Economy,Yes,30kg,Summer,Clear,6235
Vistara,AI1291,1,3h 34m,Economy,Yes,15kg,Autumn,Stormy,4125
Air India,AI1231,2,4h 41m,Economy,Yes,30kg,Autumn,Clear,10054
IndiGo,AI1258,0,1h 21m,Economy,Yes,30kg,Winter,Rainy,8896
Vistara,AI1014,1,2h 45m,Economy,Yes,20kg,Winter,Snowy,6903
SpiceJet,AI1081,2,3h 40m,Business,No,25kg,Autumn,Stormy,12912
Akasa Air,AI1415,2,4h 11m,Business,Yes,30kg,Summer,Clear,16451
SpiceJet,AI1215,0,1h 26m,Economy,Yes,25kg,Autumn,Windy,6230
GoAir,AI1073,1,3h 24m,Business,Yes,25kg,Summer,Snowy,12682
GoAir,AI1450,0,1h 37m,Business,Yes,25kg,Winter,Rainy,14176
SpiceJet,AI1137,0,1h 25m,Business,Yes,15kg,Winter,Clear,7162
IndiGo,AI1405,2,4h 54m,Business,Yes,25kg,Winter,Snowy,6787
IndiGo,AI1277,2,3h 44m,Business,No,15kg,Winter,Snowy,5595
Akasa Air,AI1392,1,2h 1m,Economy,No,15kg,Spring,Windy,5333
AirAsia India,AI1170,2,4h 56m,Economy,Yes,25kg,Spring,Snowy,9420
Akasa Air,AI1387,1,3h 36m,Economy,Yes,25kg,Summer,Windy,9064
Air India,AI1184,2,3h 41m,Economy,Yes,20kg,Winter,Stormy,9024
SpiceJet,AI1062,2,3h 58m,Economy,Yes,30kg,Spring,Snowy,7960
SpiceJet,AI1494,0,2h 1m,Business,No,25kg,Spring,Foggy,7481
AirAsia India,AI1431,1,2h 4m,Business,No,25kg,Summer,Rainy,8650
AirAsia India,AI1352,1,2h 29m,Economy,No,15kg,Winter,Stormy,3911
SpiceJet,AI1225,0,2h 55m,Business,No,25kg,Spring,Rainy,10164
SpiceJet,AI1381,0,2h 9m,Economy,No,15kg,Autumn,Windy,6004
Air India,AI1397,0,2h 12m,Economy,Yes,25kg,Summer,Clear,5824
Air India,AI1101,0,2h 40m,Business,No,30kg,Winter,Stormy,4869
AirAsia India,AI1399,0,1h 46m,Business,No,15kg,Spring,Windy,10501
Air India,AI1241,0,1h 38m,Business,No,15kg,Summer,Windy,10823
Vistara,AI1383,1,2h 34m,Business,Yes,25kg,Winter,Stormy,12475
Vistara,AI1429,0,1h 52m,Business,Yes,20kg,Winter,Rainy,11435
IndiGo,AI1103,1,2h 19m,Business,No,20kg,Spring,Clear,8525
Akasa Air,AI1409,1,3h 20m,Economy,No,30kg,Winter,Stormy,4357
GoAir,AI1006,0,2h 56m,Economy,Yes,20kg,Summer,Windy,5691
AirAsia India,AI1123,1,2h 38m,Business,Yes,30kg,Winter,Snowy,16457
IndiGo,AI1386,0,1h 34m,Business,No,15kg,Winter,Stormy,11132
GoAir,AI1194,0,1h 46m,Economy,Yes,20kg,Winter,Snowy,8324
Vistara,AI1495,0,2h 21m,Economy,No,20kg,Spring,Clear,7095
AirAsia India,AI1309,0,1h 56m,Economy,Yes,15kg,Winter,Snowy,5190
Air India,AI1371,2,4h 15m,Economy,Yes,25kg,Autumn,Clear,6577
SpiceJet,AI1308,0,2h 22m,Economy,No,30kg,Autumn,Stormy,5394
Akasa Air,AI1136,0,1h 4m,Business,Yes,30kg,Autumn,Snowy,15423
AirAsia India,AI1476,2,4h 59m,Economy,No,15kg,Summer,Windy,4339
Air India,AI1199,2,3h 15m,Business,Yes,15kg,Summer,Rainy,11803
Vistara,AI1073,2,3h 24m,Economy,Yes,15kg,Spring,Foggy,5513
SpiceJet,AI1100,1,2h 57m,Business,No,30kg,Summer,Stormy,9920
IndiGo,AI1128,2,4h 32m,Economy,Yes,30kg,Spring,Stormy,5342
GoAir,AI1203,0,2h 7m,Business,No,25kg,Summer,Snowy,11774
Vistara,AI1043,1,3h 27m,Economy,Yes,15kg,Spring,Snowy,8175
Akasa Air,AI1094,0,1h 8m,Business,Yes,20kg,Winter,Rainy,11070
Vistara,AI1247,2,3h 34m,Economy,No,25kg,Summer,Snowy,4886
Akasa Air,AI1453,0,1h 13m,Business,Yes,15kg,Winter,Stormy,7548
Akasa Air,AI1479,0,1h 12m,Business,Yes,25kg,Autumn,Foggy,6757
Akasa Air,AI1289,0,2h 54m,Business,Yes,20kg,Autumn,Windy,10225
IndiGo,AI1006,1,2h 4m,Business,No,30kg,Winter,Foggy,9312
AirAsia India,AI1199,1,3h 40m,Economy,No,30kg,Spring,Clear,5691
SpiceJet,AI1066,0,1h 38m,Economy,Yes,30kg,Winter,Foggy,5036
GoAir,AI1077,1,3h 16m,Economy,No,25kg,Winter,Stormy,5403
AirAsia India,AI1431,1,2h 27m,Business,No,30kg,Summer,Foggy,10896
Vistara,AI1212,0,2h 43m,Economy,No,20kg,Winter,Rainy,5814
AirAsia India,AI1302,0,2h 29m,Economy,Yes,20kg,Summer,Stormy,5865
GoAir,AI1188,2,3h 10m,Business,No,25kg,Winter,Rainy,12612
Akasa Air,AI1412,1,3h 54m,Business,No,15kg,Summer,Windy,11052
Vistara,AI1444,1,3h 37m,Business,No,15kg,Spring,Rainy,6633
SpiceJet,AI1141,2,4h 14m,Business,No,30kg,Winter,Stormy,14236
GoAir,AI1390,1,2h 50m,Business,No,25kg,Autumn,Foggy,13332
GoAir,AI1172,0,2h 37m,Economy,No,15kg,Winter,Rainy,7321
Akasa Air,AI1296,2,4h 53m,Economy,Yes,30kg,Winter,Foggy,6573
Vistara,AI1055,2,3h 48m,Business,No,15kg,Summer,Stormy,6151
SpiceJet,AI1302,2,3h 23m,Economy,No,30kg,Winter,Foggy,3293
Air India,AI1163,0,1h 36m,Business,Yes,30kg,Summer,Foggy,6005
IndiGo,AI1234,2,3h 59m,Economy,No,20kg,Spring,Stormy,6563
Akasa Air,AI1106,0,1h 38m,Business,Yes,30kg,Autumn,Rainy,10592
GoAir,AI1286,0,2h 13m,Business,Yes,30kg,Spring,Rainy,16156
Vistara,AI1091,0,1h 35m,Economy,Yes,15kg,Spring,Snowy,4986
GoAir,AI1180,0,2h 25m,Economy,No,15kg,Winter,Snowy,6066
GoAir,AI1083,1,2h 39m,Business,No,15kg,Autumn,Clear,9230
SpiceJet,AI1441,0,1h 21m,Economy,Yes,25kg,Autumn,Clear,8686
Vistara,AI1121,1,2h 24m,Economy,Yes,15kg,Summer,Snowy,8180
SpiceJet,AI1461,1,2h 25m,Business,No,30kg,Spring,Windy,15160
Vistara,AI1033,1,3h 19m,Business,Yes,30kg,Spring,Windy,17594
Vistara,AI1186,1,2h 47m,Economy,No,30kg,Autumn,Clear,7583
Vistara,AI1324,0,2h 33m,Business,Yes,30kg,Autumn,Rainy,11065
Akasa Air,AI1153,1,2h 50m,Business,Yes,25kg,Autumn,Snowy,6990
GoAir,AI1446,0,1h 9m,Economy,Yes,30kg,Autumn,Rainy,4557
Akasa Air,AI1457,0,1h 19m,Business,Yes,30kg,Spring,Windy,14504
Vistara,AI1437,2,4h 6m,Economy,No,25kg,Spring,Stormy,6873
Akasa Air,AI1329,0,1h 46m,Economy,No,20kg,Summer,Clear,4411
Vistara,AI1131,2,4h 52m,Economy,Yes,25kg,Spring,Windy,5863
Vistara,AI1014,0,1h 1m,Economy,Yes,15kg,Summer,Rainy,8900
IndiGo,AI1327,2,4h 15m,Business,No,25kg,Summer,Windy,14952
SpiceJet,AI1481,1,3h 15m,Economy,Yes,15kg,Autumn,Foggy,8792
Vistara,AI1079,0,1h 7m,Business,Yes,15kg,Spring,Foggy,8681
Air India,AI1208,2,4h 41m,Business,Yes,20kg,Spring,Clear,8437
SpiceJet,AI1485,2,3h 19m,Economy,Yes,15kg,Spring,Snowy,6237
Vistara,AI1346,2,3h 43m,Business,No,15kg,Spring,Clear,11765
GoAir,AI1053,0,1h 31m,Economy,No,30kg,Spring,Stormy,6201
Vistara,AI1076,0,1h 8m,Economy,Yes,20kg,Spring,Snowy,3295
GoAir,AI1158,1,2h 48m,Economy,Yes,15kg,Summer,Rainy,6737
SpiceJet,AI1324,1,3h 28m,Business,Yes,30kg,Spring,Stormy,15811
Air India,AI1470,1,2h 26m,Economy,Yes,30kg,Winter,Windy,5194
Akasa Air,AI1145,2,3h 43m,Business,No,30kg,Autumn,Windy,9280
SpiceJet,AI1345,2,3h 10m,Business,No,15kg,Summer,Rainy,12359
Akasa Air,AI1291,0,1h 54m,Economy,Yes,15kg,Winter,Rainy,5876
AirAsia India,AI1106,0,1h 57m,Economy,No,20kg,Summer,Windy,6758
IndiGo,AI1323,1,2h 51m,Business,No,20kg,Spring,Foggy,13505
IndiGo,AI1208,1,2h 22m,Economy,No,25kg,Summer,Stormy,3110
Air India,AI1096,1,3h 13m,Economy,Yes,15kg,Spring,Snowy,8264
Vistara,AI1273,2,3h 21m,Business,No,20kg,Winter,Snowy,13233
Akasa Air,AI1308,2,3h 48m,Business,No,30kg,Summer,Foggy,13463
SpiceJet,AI1131,0,1h 22m,Economy,Yes,15kg,Summer,Windy,9046
Akasa Air,AI1042,1,2h 24m,Economy,No,25kg,Winter,Stormy,4003
Vistara,AI1243,0,1h 19m,Business,Yes,15kg,Winter,Clear,10348
Vistara,AI1263,0,1h 23m,Economy,Yes,25kg,Spring,Rainy,5736
SpiceJet,AI1226,2,4h 28m,Economy,No,25kg,Winter,Foggy,7912
Air India,AI1343,1,3h 57m,Economy,Yes,30kg,Spring,Foggy,8703
GoAir,AI1434,0,1h 40m,Economy,Yes,30kg,Winter,Rainy,6404
GoAir,AI1307,1,3h 29m,Business,No,30kg,Spring,Stormy,12691
GoAir,AI1034,1,3h 42m,Business,No,15kg,Winter,Windy,8581
SpiceJet,AI1050,0,1h 52m,Economy,No,30kg,Winter,Snowy,5196
AirAsia India,AI1331,0,2h 48m,Business,No,15kg,Summer,Snowy,7450
GoAir,AI1385,1,2h 46m,Economy,Yes,25kg,Autumn,Rainy,10435
GoAir,AI1110,2,4h 13m,Economy,No,25kg,Winter,Foggy,3178
Air India,AI1347,0,1h 36m,Business,Yes,20kg,Winter,Clear,12288
Akasa Air,AI1166,0,1h 53m,Economy,No,25kg,Winter,Clear,6810
Akasa Air,AI1396,2,3h 54m,Economy,Yes,25kg,Autumn,Stormy,5501
GoAir,AI1472,0,1h 55m,Economy,Yes,30kg,Winter,Snowy,8274
AirAsia India,AI1349,2,3h 20m,Economy,Yes,20kg,Autumn,Rainy,6555
AirAsia India,AI1347,2,4h 27m,Economy,No,20kg,Winter,Stormy,4766
Air India,AI1218,0,1h 26m,Economy,Yes,20kg,Summer,Snowy,4823
SpiceJet,AI1067,2,3h 14m,Business,Yes,15kg,Autumn,Snowy,12469
Vistara,AI1491,2,4h 51m,Business,No,30kg,Spring,Foggy,13215
IndiGo,AI1368,1,2h 31m,Business,No,25kg,Autumn,Stormy,9257
AirAsia India,AI1229,2,3h 19m,Business,Yes,15kg,Winter,Snowy,11515
Vistara,AI1041,1,2h 12m,Economy,No,20kg,Spring,Rainy,4534
GoAir,AI1357,0,2h 59m,Business,Yes,15kg,Summer,Foggy,15258
GoAir,AI1148,0,2h 26m,Economy,No,20kg,Autumn,Foggy,6230
Vistara,AI1185,2,4h 39m,Business,No,15kg,Winter,Rainy,14119
Akasa Air,AI1393,1,3h 25m,Business,Yes,20kg,Winter,Clear,7441
Vistara,AI1041,1,2h 59m,Economy,Yes,15kg,Winter,Clear,8804
IndiGo,AI1025,2,3h 22m,Business,No,30kg,Summer,Windy,11206
Air India,AI1472,2,4h 52m,Economy,No,25kg,Autumn,Rainy,6029
SpiceJet,AI1450,2,3h 23m,Economy,No,25kg,Spring,Rainy,8153
GoAir,AI1215,0,2h 58m,Business,No,20kg,Winter,Foggy,7892
Akasa Air,AI1112,0,2h 9m,Business,No,20kg,Spring,Snowy,12512
Akasa Air,AI1188,1,3h 15m,Business,Yes,20kg,Summer,Stormy,12323
Akasa Air,AI1409,2,3h 13m,Business,Yes,15kg,Autumn,Clear,11965
GoAir,AI1187,2,4h 32m,Business,Yes,30kg,Spring,Stormy,10086
IndiGo,AI1335,1,2h 45m,Economy,Yes,25kg,Autumn,Foggy,8245
GoAir,AI1003,0,2h 31m,Economy,Yes,15kg,Summer,Snowy,4343
Vistara,AI1066,0,2h 22m,Business,No,15kg,Spring,Rainy,13716
AirAsia India,AI1260,1,3h 37m,Business,Yes,20kg,Spring,Clear,18257
Akasa Air,AI1025,0,1h 31m,Economy,Yes,20kg,Autumn,Stormy,5456
Akasa Air,AI1352,1,3h 33m,Economy,Yes,15kg,Autumn,Windy,6279
IndiGo,AI1062,0,2h 10m,Economy,No,25kg,Winter,Stormy,5034
Akasa Air,AI1036,1,2h 57m,Economy,No,30kg,Winter,Clear,4433
GoAir,AI1215,1,2h 20m,Business,Yes,15kg,Winter,Clear,14434
Air India,AI1212,0,2h 15m,Economy,No,15kg,Autumn,Windy,7467
GoAir,AI1027,0,1h 35m,Business,No,25kg,Autumn,Stormy,11208
Air India,AI1034,2,4h 16m,Economy,No,25kg,Summer,Foggy,7629
Air India,AI1001,2,3h 36m,Business,Yes,30kg,Autumn,Stormy,6635
Akasa Air,AI1281,1,3h 36m,Economy,Yes,20kg,Winter,Stormy,6151
IndiGo,AI1158,0,1h 39m,Economy,Yes,15kg,Summer,Stormy,3259
IndiGo,AI1382,2,4h 48m,Business,No,20kg,Autumn,Windy,8838
Air India,AI1253,0,2h 56m,Economy,Yes,15kg,Spring,Foggy,8448
IndiGo,AI1431,2,3h 18m,Business,No,20kg,Summer,Stormy,11693
SpiceJet,AI1305,1,3h 9m,Business,Yes,30kg,Spring,Snowy,17010
Vistara,AI1262,2,3h 35m,Economy,No,25kg,Spring,Stormy,5324
Vistara,AI1049,1,3h 42m,Economy,No,20kg,Spring,Clear,6337
Vistara,AI1321,2,3h 26m,Economy,Yes,15kg,Autumn,Windy,8198
GoAir,AI1096,0,1h 38m,Business,Yes,30kg,Autumn,Clear,16530
GoAir,AI1256,2,4h 58m,Economy,No,30kg,Summer,Rainy,7855
Akasa Air,AI1181,1,3h 6m,Economy,Yes,25kg,Summer,Clear,8444
Vistara,AI1128,2,4h 21m,Economy,Yes,15kg,Autumn,Snowy,3616
SpiceJet,AI1020,0,1h 40m,Economy,No,25kg,Summer,Stormy,5013
Vistara,AI1356,2,3h 26m,Business,No,20kg,Spring,Windy,15729
Air India,AI1022,1,2h 47m,Business,Yes,20kg,Spring,Snowy,9701
AirAsia India,AI1244,2,3h 16m,Economy,Yes,25kg,Summer,Windy,7855
Vistara,AI1169,2,4h 2m,Business,Yes,25kg,Winter,Stormy,7997
IndiGo,AI1294,1,3h 28m,Economy,Yes,25kg,Winter,Clear,6989
IndiGo,AI1073,1,3h 53m,Economy,No,25kg,Autumn,Clear,7037
Air India,AI1080,1,3h 3m,Economy,No,20kg,Summer,Snowy,5337
AirAsia India,AI1124,0,1h 3m,Economy,No,20kg,Summer,Clear,7529
GoAir,AI1202,0,2h 26m,Business,No,20kg,Winter,Foggy,12156
Air India,AI1405,2,4h 28m,Economy,No,20kg,Winter,Rainy,6655
GoAir,AI1063,2,3h 16m,Economy,No,25kg,Spring,Stormy,6437
Vistara,AI1083,0,1h 17m,Economy,Yes,30kg,Spring,Stormy,6171
IndiGo,AI1029,1,2h 3m,Economy,No,20kg,Winter,Rainy,5394
AirAsia India,AI1361,2,4h 56m,Economy,No,30kg,Winter,Snowy,5309
SpiceJet,AI1306,1,3h 13m,Business,Yes,20kg,Autumn,Rainy,16209
GoAir,AI1430,1,2h 21m,Business,Yes,15kg,Autumn,Rainy,15137
Vistara,AI1232,1,3h 34m,Economy,Yes,15kg,Spring,Stormy,3630
Vistara,AI1135,1,2h 9m,Business,Yes,20kg,Winter,Foggy,14382
AirAsia India,AI1376,2,4h 57m,Economy,No,15kg,Summer,Stormy,3126
Air India,AI1235,1,2h 44m,Economy,Yes,25kg,Spring,Stormy,3598
SpiceJet,AI1060,0,1h 37m,Business,Yes,15kg,Winter,Clear,12983
Air India,AI1108,0,1h 5m,Business,No,15kg,Autumn,Foggy,10862
GoAir,AI1305,0,2h 38m,Economy,Yes,15kg,Spring,Snowy,5329
SpiceJet,AI1310,0,2h 19m,Economy,Yes,30kg,Winter,Rainy,4867
Vistara,AI1128,1,3h 6m,Economy,No,20kg,Summer,Stormy,6621
Air India,AI1123,2,4h 1m,Business,No,20kg,Winter,Windy,6435
Vistara,AI1347,2,4h 14m,Economy,No,30kg,Summer,Windy,8124
SpiceJet,AI1022,0,2h 7m,Economy,No,30kg,Summer,Foggy,6895
Akasa Air,AI1130,1,3h 52m,Business,Yes,25kg,Autumn,Foggy,11044
Akasa Air,AI1435,0,2h 36m,Business,Yes,25kg,Summer,Clear,14487
Air India,AI1466,1,2h 30m,Business,No,25kg,Spring,Stormy,5903
AirAsia India,AI1083,0,1h 28m,Economy,No,30kg,Spring,Foggy,5953
GoAir,AI1160,0,2h 36m,Economy,No,15kg,Summer,Snowy,4612
SpiceJet,AI1060,0,1h 35m,Business,No,20kg,Spring,Snowy,5817
Akasa Air,AI1249,0,1h 40m,Business,No,20kg,Spring,Clear,12295
IndiGo,AI1407,0,2h 49m,Business,No,15kg,Winter,Windy,11824
GoAir,AI1303,1,3h 57m,Economy,Yes,30kg,Summer,Foggy,9019
Akasa Air,AI1040,1,3h 56m,Business,Yes,25kg,Summer,Foggy,13814
GoAir,AI1204,1,3h 33m,Business,No,15kg,Spring,Foggy,12773
Air India,AI1300,1,2h 49m,Business,Yes,25kg,Winter,Stormy,16333
GoAir,AI1204,2,4h 40m,Business,Yes,20kg,Spring,Rainy,10694
Akasa Air,AI1174,1,2h 26m,Economy,Yes,25kg,Autumn,Clear,4986
SpiceJet,AI1078,1,2h 55m,Economy,No,20kg,Winter,Rainy,7505
GoAir,AI1277,2,4h 25m,Economy,No,15kg,Spring,Foggy,7677
AirAsia India,AI1065,2,3h 0m,Business,Yes,15kg,Summer,Foggy,8542
GoAir,AI1119,2,4h 31m,Economy,Yes,30kg,Spring,Stormy,7275
Akasa Air,AI1199,2,4h 30m,Business,No,20kg,Autumn,Foggy,9970
AirAsia India,AI1020,0,1h 20m,Business,No,20kg,Summer,Snowy,6985
IndiGo,AI1328,2,4h 21m,Economy,Yes,15kg,Summer,Rainy,8297
SpiceJet,AI1451,0,2h 55m,Economy,No,25kg,Winter,Clear,7843
Vistara,AI1485,2,3h 24m,Economy,Yes,20kg,Spring,Windy,9195
Vistara,AI1203,0,1h 27m,Economy,No,20kg,Autumn,Snowy,7105
GoAir,AI1266,2,3h 46m,Business,No,25kg,Autumn,Windy,10206
Vistara,AI1361,0,2h 21m,Business,No,25kg,Spring,Snowy,8145
Vistara,AI1420,0,1h 43m,Economy,Yes,25kg,Autumn,Foggy,4001
Akasa Air,AI1367,1,3h 24m,Economy,Yes,20kg,Winter,Clear,8750
SpiceJet,AI1276,1,3h 44m,Economy,Yes,15kg,Spring,Clear,6042
SpiceJet,AI1499,0,1h 25m,Business,Yes,15kg,Winter,Clear,15087
IndiGo,AI1266,0,1h 49m,Business,No,15kg,Spring,Foggy,10897
IndiGo,AI1017,0,2h 55m,Business,Yes,25kg,Summer,Clear,7434
Akasa Air,AI1014,2,3h 8m,Business,No,15kg,Autumn,Windy,10284
Vistara,AI1078,1,2h 52m,Economy,No,30kg,Autumn,Snowy,3103
IndiGo,AI1045,1,3h 59m,Business,Yes,15kg,Autumn,Windy,16715
AirAsia India,AI1374,0,2h 15m,Business,No,15kg,Winter,Snowy,7170
Vistara,AI1136,0,1h 58m,Economy,No,15kg,Summer,Snowy,6410
SpiceJet,AI1018,1,2h 23m,Economy,Yes,30kg,Summer,Snowy,4296
IndiGo,AI1067,0,2h 20m,Economy,Yes,20kg,Winter,Foggy,7536
SpiceJet,AI1010,2,4h 50m,Business,Yes,20kg,Autumn,Foggy,12520
SpiceJet,AI1373,2,3h 4m,Economy,No,30kg,Spring,Clear,6095
Akasa Air,AI1347,0,1h 19m,Economy,Yes,25kg,Autumn,Windy,5656
IndiGo,AI1351,2,4h 23m,Economy,No,20kg,Spring,Snowy,6013
SpiceJet,AI1407,0,1h 26m,Business,No,20kg,Winter,Clear,5461
Akasa Air,AI1015,2,4h 31m,Economy,Yes,15kg,Spring,Windy,7147
Vistara,AI1286,0,2h 57m,Business,No,20kg,Winter,Foggy,8509
Vistara,AI1424,0,1h 14m,Business,No,15kg,Summer,Windy,11093
GoAir,AI1226,0,2h 11m,Business,No,15kg,Summer,Rainy,13665
Akasa Air,AI1177,0,1h 48m,Business,No,20kg,Summer,Snowy,8691
Air India,AI1352,2,3h 24m,Economy,Yes,25kg,Winter,Rainy,4878
Akasa Air,AI1492,2,3h 18m,Business,No,25kg,Winter,Snowy,8494
GoAir,AI1079,2,3h 17m,Business,No,25kg,Autumn,Stormy,11750
GoAir,AI1123,0,2h 40m,Economy,No,20kg,Summer,Stormy,3665
Akasa Air,AI1345,2,3h 52m,Economy,No,30kg,Spring,Windy,4323
Air India,AI1239,2,4h 50m,Business,No,30kg,Winter,Clear,13547
Akasa Air,AI1471,2,3h 41m,Business,No,15kg,Summer,Stormy,6807
Air India,AI1426,1,2h 32m,Economy,Yes,25kg,Summer,Clear,10241
Air India,AI1484,0,1h 18m,Economy,No,15kg,Winter,Rainy,5626
Air India,AI1080,2,3h 50m,Economy,No,20kg,Autumn,Stormy,5448
Air India,AI1386,2,3h 24m,Economy,Yes,15kg,Autumn,Stormy,4728
IndiGo,AI1135,0,2h 14m,Economy,Yes,20kg,Summer,Windy,4798
GoAir,AI1372,1,2h 30m,Economy,No,25kg,Winter,Rainy,3369
IndiGo,AI1394,2,4h 53m,Economy,Yes,15kg,Spring,Rainy,9237
Vistara,AI1310,0,2h 21m,Economy,Yes,15kg,Autumn,Windy,4120
Vistara,AI1190,1,2h 4m,Business,Yes,15kg,Winter,Windy,16382
GoAir,AI1396,2,4h 5m,Business,Yes,30kg,Winter,Foggy,12321
Air India,AI1224,2,3h 58m,Business,No,30kg,Spring,Rainy,10442
Akasa Air,AI1295,2,4h 20m,Business,Yes,30kg,Spring,Clear,18787
Akasa Air,AI1252,2,4h 16m,Business,Yes,30kg,Autumn,Windy,15686
Air India,AI1021,0,1h 25m,Economy,Yes,20kg,Autumn,Foggy,6752
SpiceJet,AI1081,2,4h 31m,Business,Yes,25kg,Autumn,Stormy,11282
Vistara,AI1163,0,1h 24m,Economy,Yes,25kg,Summer,Windy,5535
AirAsia India,AI1223,2,3h 0m,Business,No,25kg,Spring,Stormy,5930
Air India,AI1281,0,2h 45m,Economy,Yes,20kg,Winter,Foggy,6825
Vistara,AI1034,1,3h 5m,Business,No,25kg,Spring,Rainy,8019
IndiGo,AI1262,2,3h 17m,Business,No,20kg,Summer,Foggy,10759
SpiceJet,AI1007,0,2h 17m,Business,Yes,30kg,Autumn,Windy,14504
Air India,AI1460,0,2h 8m,Business,Yes,30kg,Spring,Windy,15413
GoAir,AI1118,0,1h 41m,Economy,Yes,30kg,Winter,Clear,4351
GoAir,AI1037,0,2h 59m,Economy,No,30kg,Winter,Foggy,3753
Air India,AI1194,2,4h 8m,Economy,No,30kg,Autumn,Foggy,6931
Air India,AI1478,2,3h 38m,Business,Yes,30kg,Autumn,Snowy,10136
Vistara,AI1465,1,2h 35m,Business,Yes,15kg,Winter,Clear,12806
AirAsia India,AI1193,0,2h 52m,Economy,Yes,20kg,Autumn,Snowy,3343
Air India,AI1274,0,1h 31m,Economy,No,30kg,Autumn,Windy,5957
AirAsia India,AI1060,0,1h 38m,Business,No,25kg,Summer,Clear,7104
AirAsia India,AI1258,2,3h 4m,Business,Yes,15kg,Winter,Windy,7919
IndiGo,AI1391,2,3h 53m,Business,Yes,25kg,Spring,Windy,9332
IndiGo,AI1169,0,2h 56m,Business,No,25kg,Autumn,Rainy,7635
Air India,AI1201,2,3h 41m,Economy,Yes,15kg,Spring,Clear,10515
Vistara,AI1208,1,3h 51m,Economy,No,20kg,Winter,Windy,6530
GoAir,AI1096,0,2h 52m,Economy,Yes,15kg,Spring,Snowy,5684
IndiGo,AI1382,0,2h 12m,Economy,No,20kg,Winter,Windy,6804
IndiGo,AI1217,2,4h 23m,Economy,Yes,15kg,Summer,Clear,4663
Air India,AI1135,0,1h 46m,Economy,Yes,20kg,Winter,Clear,5668
AirAsia India,AI1414,2,3h 34m,Business,No,30kg,Winter,Rainy,12790
GoAir,AI1483,0,2h 34m,Economy,Yes,25kg,Autumn,Stormy,4566
GoAir,AI1308,0,2h 58m,Economy,No,20kg,Winter,Clear,7202
Vistara,AI1301,1,3h 10m,Business,No,30kg,Spring,Rainy,9482
Air India,AI1405,1,3h 10m,Business,No,20kg,Winter,Rainy,9038
Akasa Air,AI1151,2,3h 55m,Economy,Yes,25kg,Summer,Stormy,4419
AirAsia India,AI1182,1,3h 11m,Business,No,15kg,Summer,Stormy,9790
GoAir,AI1206,0,2h 10m,Economy,No,20kg,Spring,Clear,6538
GoAir,AI1373,2,3h 53m,Business,No,30kg,Winter,Snowy,13220
Air India,AI1376,2,4h 44m,Business,No,15kg,Autumn,Clear,12424
IndiGo,AI1051,2,3h 39m,Business,No,20kg,Autumn,Clear,8832
AirAsia India,AI1491,1,2h 6m,Economy,No,25kg,Summer,Stormy,6648
Akasa Air,AI1150,2,4h 25m,Business,Yes,25kg,Winter,Windy,8532
IndiGo,AI1496,2,4h 1m,Business,No,25kg,Spring,Foggy,6563
Vistara,AI1391,2,3h 51m,Economy,No,15kg,Winter,Stormy,6594
Akasa Air,AI1037,0,1h 38m,Business,Yes,20kg,Spring,Windy,7938
SpiceJet,AI1247,1,2h 8m,Business,No,25kg,Spring,Stormy,11625
SpiceJet,AI1242,2,4h 12m,Business,Yes,15kg,Spring,Stormy,11945
AirAsia India,AI1056,0,1h 22m,Business,Yes,30kg,Summer,Stormy,15404
SpiceJet,AI1109,2,4h 46m,Business,Yes,25kg,Spring,Rainy,13856
SpiceJet,AI1184,0,2h 9m,Business,Yes,15kg,Summer,Stormy,15495
AirAsia India,AI1438,0,2h 39m,Economy,Yes,15kg,Autumn,Windy,9330
GoAir,AI1285,0,1h 13m,Economy,No,20kg,Spring,Snowy,3642
Akasa Air,AI1228,0,1h 1m,Economy,Yes,30kg,Winter,Rainy,9391
GoAir,AI1026,0,1h 53m,Economy,No,30kg,Summer,Stormy,5742
SpiceJet,AI1355,0,1h 33m,Economy,No,15kg,Summer,Snowy,4314
